0.000000,336.573539,294.715385,223.467461,0.000000,708.210075,1166.881427,806.724922,10.064451,14603.898376
1.000000,353.988602,273.093984,226.049657,0.000000,718.331483,1116.965595,714.196304,34.005723,14435.450400
2.000000,374.519723,262.115550,231.589683,0.250030,720.318233,1045.676995,623.579613,52.221339,14270.142684
3.000000,394.148786,262.285065,234.040411,0.000000,726.311721,968.948150,542.480395,82.494293,13941.276144
4.000000,407.748427,273.927529,238.730736,0.000000,735.276581,878.256277,472.363129,98.140703,13645.013022
5.000000,416.852242,302.848691,241.764581,9.374825,732.697776,744.439679,423.732221,114.098670,13449.803323
6.000000,421.479267,338.431466,242.018991,19.683652,737.757584,623.569567,383.953781,137.546152,13063.643255
7.000000,425.845285,384.836090,242.364134,42.705479,732.168193,484.087778,356.231121,166.032162,12727.412447
8.000000,429.543484,437.072758,245.043875,67.765200,732.352094,353.603421,334.711086,172.010081,12488.650267
9.000000,438.323373,493.922581,244.757347,96.282745,728.141516,248.151466,322.761703,185.922700,12172.677042
10.000000,454.290639,559.208546,240.521709,135.058158,728.168441,131.728600,336.909302,211.513581,11865.030984
11.000000,477.704860,627.583050,235.342933,172.381084,732.801868,44.797349,373.771214,236.034538,11483.242420
12.000000,505.078625,688.563079,230.416098,203.304226,729.459331,0.000000,420.472457,247.122439,11210.685841
13.000000,542.415363,749.403269,219.264647,226.992435,723.049845,0.000000,493.685304,269.434996,10853.327942
14.000000,584.041845,810.672253,209.438835,257.378858,710.606253,0.324659,585.833205,290.947551,10529.425326
15.000000,632.027612,864.465711,194.007806,278.150861,698.150142,38.318528,681.172320,327.087491,10133.541543
16.000000,679.811558,908.929359,177.675621,289.298490,672.965927,110.929572,766.481629,351.605044,9857.855782
17.000000,727.570027,941.371440,160.742907,297.530110,634.598154,203.856066,826.353984,381.935743,9546.211238
18.000000,769.905249,971.763338,151.204135,324.631345,575.318679,254.020653,852.002896,421.198268,9284.958235
19.000000,805.445199,988.980817,136.485471,348.420243,547.124532,304.256988,852.836566,451.163541,8997.735815
20.000000,831.262443,997.585920,135.231067,377.118361,503.822773,347.631742,811.045872,456.266818,8848.458977
21.000000,844.439383,988.656397,140.516927,391.395054,440.878353,444.045723,735.626354,452.654247,8763.695350
22.000000,853.506971,985.451893,147.431644,428.149300,378.470425,458.369035,646.037133,448.087106,8753.268206
23.000000,852.077216,972.779801,151.043194,459.128041,340.877503,473.450054,561.523524,445.478009,8712.631454
24.000000,846.685894,965.158449,161.952480,501.693843,249.338980,473.080250,480.966212,444.921997,8774.402418
25.000000,831.246557,947.250616,165.012406,528.343354,204.998667,489.367691,426.260083,445.778367,8768.640452
26.000000,814.162021,937.874510,168.184045,569.755325,169.887678,450.072544,394.384404,462.572240,8702.288253
27.000000,792.031830,922.168751,167.667361,595.874162,139.937113,443.641962,383.914572,469.383830,8669.287919
28.000000,771.593409,910.743906,164.746569,624.392814,111.743694,419.700217,389.186844,483.120331,8607.585459
29.000000,752.471118,899.011572,159.572540,647.361456,91.385229,403.623199,408.692929,506.251774,8518.959901
30.000000,736.214201,880.916182,154.008558,655.133205,64.231760,430.914554,436.141330,517.273342,8463.999941
31.000000,726.801331,865.657315,144.250259,672.310240,21.332336,444.057419,482.908299,553.930502,8408.709871
32.000000,715.670928,846.197415,133.454682,676.565903,19.558351,476.785406,550.121329,588.771173,8259.921340
33.000000,705.433895,824.737565,118.126814,674.380002,20.431566,520.650315,632.073413,624.410893,8129.762432
34.000000,687.280163,809.700188,110.329246,674.293016,8.803331,541.572752,720.808803,626.626430,8367.482116
35.000000,675.906972,791.142539,95.619181,676.974499,4.212469,575.264041,818.436853,665.934747,8238.541761
36.000000,660.908940,774.150398,82.773656,682.833217,10.867444,602.518213,911.321515,706.275086,8092.242645
37.000000,645.600758,762.918250,68.342767,690.928001,0.000000,640.019488,1000.408476,727.183869,8078.837800
38.000000,628.232875,760.348102,51.759144,709.645353,0.000000,632.973206,1078.088441,768.115049,7973.425817
39.000000,606.100983,758.028886,44.952848,724.939596,0.000000,647.916679,1115.634840,791.394386,7905.942363
40.000000,586.492413,768.356560,33.770488,757.633731,0.000000,607.134201,1145.096087,824.678781,7837.215526
41.000000,562.424648,780.087800,26.777670,788.221777,0.000000,573.389610,1146.108797,849.172830,7816.525978
42.000000,537.817777,789.923946,20.912420,817.112106,0.000000,538.592931,1112.912671,865.197782,7808.900579
43.000000,504.518022,808.573833,28.647132,853.496990,0.000000,449.459830,1060.308873,845.822748,8150.069833
44.000000,479.444729,817.719010,23.727065,888.419172,0.000000,397.436711,1000.320552,867.971151,8090.166264
45.000000,452.620164,826.936025,23.186043,927.013925,0.000000,327.377113,938.544440,879.620637,8101.993339
46.000000,429.806854,833.846184,23.187348,970.627994,2.374678,250.055691,877.196275,913.981301,8001.092802
47.000000,405.666426,834.878347,21.129656,1008.420647,21.704913,170.867114,824.760116,934.233085,7943.303450
48.000000,386.116199,827.896199,19.166960,1038.604995,35.100168,119.477101,787.647501,954.959326,7929.089943
49.000000,371.454787,816.306409,15.140610,1068.967212,52.710980,58.689469,767.155856,992.606973,7924.697419
50.000000,356.589864,802.488371,17.276906,1079.867464,67.005403,19.392644,747.895600,985.196495,8325.275697
51.000000,359.011815,782.500684,3.516600,1105.056824,93.038809,0.000000,746.810614,1054.369959,8295.123390
52.000000,364.291081,758.315127,0.000000,1113.547964,114.489287,0.000000,745.674015,1095.678519,8245.375434
53.000000,373.905882,736.764173,0.000000,1121.122090,121.496196,0.000000,748.672837,1122.026899,8169.573442
54.000000,388.914469,715.729934,0.000000,1118.432233,145.765143,13.874481,746.329410,1148.377865,7981.118596
55.000000,405.302900,696.311060,0.000000,1113.196995,174.751440,36.084113,740.362836,1168.050143,7658.187778
56.000000,421.411360,681.386084,0.000000,1094.613309,189.724634,71.436672,728.428022,1147.603852,7636.211184
57.000000,440.681007,668.790670,0.000000,1089.721925,226.338469,77.538624,720.890044,1164.205475,7114.633163
58.000000,462.892418,656.698367,0.000000,1070.437337,253.608299,153.721489,712.454260,1162.485164,6689.853518
59.000000,479.121402,634.430768,0.000000,1022.320485,269.339037,266.853010,691.655779,1130.060746,6216.672349
60.000000,492.744134,622.145012,0.000000,993.770709,293.026387,319.539180,683.496039,1112.920495,5651.460433
61.000000,500.315089,614.996683,5.718759,956.756155,300.385904,370.044623,672.634871,1037.074515,5510.401884
62.000000,511.670900,599.452981,1.895156,918.679187,330.922892,457.642484,667.543062,1025.538178,4855.761223
63.000000,518.939570,584.530403,0.678913,879.545970,358.648423,541.315276,664.777400,981.553936,4274.555815
64.000000,520.897071,568.238437,10.175652,834.353056,379.556472,631.630333,652.490577,926.171484,3682.971052
65.000000,519.773164,550.616574,15.634213,792.257707,406.864259,733.433279,641.928313,863.308739,3160.788776
66.000000,512.703075,539.621226,30.297732,746.439177,412.299639,797.190503,617.189869,765.255597,2930.403871
67.000000,507.740327,527.662165,42.492439,721.507669,425.417153,837.937664,596.339811,698.554977,2505.104201
68.000000,503.123032,514.516992,56.919532,685.956024,426.804616,906.160005,565.842474,624.102949,2186.885305
69.000000,499.826833,502.786669,61.206334,658.665323,435.792630,950.633123,542.948175,567.174091,1885.654293
70.000000,492.518064,491.937429,72.991981,632.030873,440.004257,986.436225,520.932312,511.131199,1617.492281
71.000000,482.537332,486.821022,88.601401,611.622243,427.729216,991.973644,498.683415,447.106924,1557.451605
72.000000,475.842841,480.489620,96.125303,595.030203,432.480300,1008.325120,480.999245,402.443800,1364.822397
73.000000,470.459878,471.850667,97.133387,577.629217,442.886167,1033.564919,468.484193,368.726004,1139.309650
74.000000,461.699405,467.300437,106.162130,564.222026,430.936778,1036.797658,453.112354,326.165042,1041.618270
75.000000,454.648472,463.943163,110.057671,553.536289,427.453257,1040.034173,429.284612,288.578625,998.429465
76.000000,450.018776,455.300261,113.148158,533.842716,426.500658,1069.218439,402.561501,259.769904,878.137357
77.000000,443.398598,449.776207,119.052884,520.650544,415.297476,1083.327993,380.867962,236.218275,796.198250
78.000000,440.207910,444.827946,117.872382,512.023446,411.058790,1094.548463,365.105461,220.594318,719.948004
79.000000,433.987720,440.074998,121.119394,500.709637,404.187369,1103.259845,355.828702,204.997602,675.895011
80.000000,426.312444,438.835840,125.485675,495.372029,394.577182,1096.757786,346.278494,189.773389,687.015101
81.000000,422.157075,434.816522,125.463065,484.683378,389.672355,1099.976049,343.015350,181.058777,642.245133
82.000000,414.121674,430.041510,129.329747,476.254085,384.579824,1117.978542,340.430786,173.789559,579.146950
83.000000,407.718721,424.210168,129.561775,464.712463,380.257834,1123.224299,342.066921,165.432647,514.403587
84.000000,399.641368,425.150833,130.590946,463.095519,378.977566,1094.642818,343.705465,157.870412,495.704643
85.000000,392.181927,422.409165,133.001802,450.146511,372.352102,1103.245466,346.677876,147.232619,463.231499
86.000000,385.819835,419.355249,132.369305,435.305374,366.830615,1110.179601,349.223134,137.336119,427.899393
87.000000,376.236859,418.165262,134.326293,426.359006,361.952476,1096.749378,347.412108,126.523019,420.424640
88.000000,367.070050,415.318061,135.660084,414.486190,354.599028,1091.759847,348.950743,116.005119,384.303470
89.000000,358.814479,411.612975,134.796886,402.190178,347.936111,1084.225026,346.322842,107.704829,340.923578
90.000000,349.836844,407.470075,134.537863,387.673855,340.545188,1081.861944,345.803422,96.416539,316.347423
91.000000,338.655945,407.433806,138.302553,377.027707,337.106046,1050.303457,348.832155,89.375890,294.435163
92.000000,329.223438,402.749859,136.679527,360.515483,326.460540,1050.129212,353.804471,78.580101,272.663801
93.000000,320.551309,399.160633,136.537242,347.421415,324.091610,1038.375076,361.048916,72.358688,226.816440
94.000000,311.008556,394.249322,138.033888,334.952821,321.824172,1028.269996,364.303848,62.900355,199.703985
95.000000,299.356863,391.886489,139.295234,322.731534,320.530078,1011.496475,372.862443,57.223419,163.207900
96.000000,290.616511,386.464293,139.227981,306.622264,321.521409,1010.968812,376.618832,49.697250,129.553653
97.000000,281.693276,382.239903,139.982809,294.450463,314.550001,994.782247,382.403189,41.666630,108.682144
98.000000,270.357027,379.124808,142.168566,285.145244,314.029520,970.207042,386.049868,35.386936,90.008676
